age,year,migr double  & fert ↑ 2 in 2100,migr double  & fert eq. to last,migr double  & fert ↓ 0 in 2100,migr average & fert ↑ 2 in 2100,migr average & fert eq. to last,migr average & fert ↓ 0 in 2100,migr zero    & fert ↑ 2 in 2100,migr zero    & fert eq. to last,migr zero    & fert ↓ 0 in 2100
93,2086,254039,254039,254039,223118,223118,223118,192197,192197,192197
94,2086,210832,210832,210832,185999,185999,185999,161166,161166,161166
95,2086,174580,174580,174580,155076,155076,155076,135572,135572,135572
96,2086,138834,138834,138834,123880,123880,123880,108926,108926,108926
97,2086,110044,110044,110044,98988,98988,98988,87933,87933,87933
98,2086,82574,82574,82574,74525,74525,74525,66477,66477,66477
99,2086,61754,61754,61754,56017,56017,56017,50280,50280,50280
100,2086,114100,114100,114100,105049,105049,105049,95998,95998,95998
0,2087,792022,438654,66715,562347,304299,44272,332672,169945,21829
1,2087,785990,441389,75393,559314,306815,49753,332639,172240,24111
2,2087,781039,444817,84479,556927,309748,55501,332813,174678,26522
3,2087,775935,448186,93727,554337,312602,61378,332737,177019,29027
4,2087,770646,451462,103109,551525,315362,67369,332405,179261,31628
5,2087,765321,454797,112772,548566,318098,73546,331812,181400,34320
6,2087,759787,458006,122531,545377,320720,79816,330967,183434,37101
7,2087,754123,461157,132442,542001,323263,86206,329879,185368,39972
8,2087,748403,464307,142546,538484,325758,92738,328564,187208,42930
9,2087,742824,467634,153006,534934,328298,99492,327043,188962,45978
10,2087,737177,470908,163572,531256,330773,106344,325335,190639,49116
11,2087,731254,473897,173988,527350,333067,113163,323446,192236,52340
12,2087,725220,476715,184320,523343,335257,119989,321465,193800,55659
13,2087,719225,479474,194644,519340,337419,126864,319456,195364,59083
14,2087,713340,482228,204997,515385,339581,133803,317430,196932,62610
15,2087,707691,485078,215454,511552,341796,140847,315411,198514,66242
16,2087,702684,488389,226334,508083,344273,148163,313482,200157,69993
17,2087,699084,492893,238335,505392,347394,156107,311700,201895,73877
18,2087,699795,501461,254289,504959,352611,166097,310123,203761,77904
19,2087,702401,511650,271727,505599,358714,176904,308798,205778,82082
20,2087,704622,521149,288302,506202,364564,187362,307783,207980,86420
21,2087,708104,531573,305595,507629,370993,198266,307155,210412,90937
22,2087,713314,543371,324031,510137,378235,209836,306960,213098,95641
23,2087,720913,557170,344196,514109,386640,222380,307304,216110,100564
24,2087,730094,572161,365281,519150,395810,235495,308208,219458,105710
25,2087,740593,588078,387004,525160,405631,249053,309729,223184,111102
26,2087,752240,604765,409221,532055,416031,262986,311871,227297,116750
27,2087,764620,621834,431561,539623,426816,277112,314628,231798,122663
28,2087,778663,640255,455032,548305,438459,291935,317946,236663,128838
29,2087,791996,657700,477340,556888,449787,306309,321780,241875,135279
30,2087,806122,675725,500089,566084,461556,321032,326045,247389,141975
31,2087,817902,691237,520224,574287,472203,334573,330671,253169,148920
32,2087,827052,704013,537587,581280,481567,346831,335508,259121,156076
33,2087,836162,716693,554857,588310,490939,359137,340458,265186,163417
34,2087,845025,729108,571905,595229,500207,371411,345432,271306,170916
35,2087,853515,741166,588671,601929,509296,383609,350343,277427,178548
36,2087,863607,754883,607211,609333,519167,396731,355060,283451,186251
37,2087,871720,766699,623988,615615,528013,408990,359510,289326,193994
38,2087,878449,777232,639641,621025,536106,420683,363601,294981,201723
39,2087,884254,786957,654660,625763,543659,432028,367271,300362,209397
40,2087,888893,795639,668815,629675,550527,442892,370457,305415,216968
41,2087,892147,803059,681889,632640,556587,453148,373133,310115,224408
42,2087,894234,809431,694082,634757,561935,462884,375280,314440,231686
43,2087,895294,814881,705501,636107,566640,472151,376919,318400,238799
44,2087,895269,819345,716070,636650,570658,480892,378031,321971,245714
45,2087,894083,822729,725671,636364,573951,489054,378646,325173,252437
46,2087,891863,825141,734382,635324,576580,496672,378785,328017,258961
47,2087,888604,826544,742128,633573,578560,503730,378543,330577,265331
48,2087,884482,827096,749038,631215,579982,510293,377947,332868,271550
49,2087,879555,826828,755105,628307,580883,516376,377058,334939,277647
50,2087,873953,825844,760404,624953,581348,522034,375954,336852,283665
51,2087,867784,824236,764998,621229,581438,527313,374674,338641,289627
52,2087,861107,822041,768903,617192,581197,532237,373277,340354,295571
53,2087,854142,819469,772303,612980,580753,536918,371816,342038,301534
54,2087,846893,816508,775179,608598,580107,541352,370303,343705,307525
55,2087,839556,813352,777707,604174,579378,545648,368792,345404,313590
56,2087,832138,809999,779885,599714,578571,549811,367290,347142,319736
57,2087,824663,806473,781731,595263,577729,553877,365864,348984,326025
58,2087,817320,802967,783442,590911,576945,557949,364504,350925,332456
59,2087,810146,799521,785069,586689,576254,562061,363232,352988,339054
60,2087,803293,796297,786780,582672,575739,566307,362053,355181,345834
61,2087,796716,793258,788554,578841,575382,570679,360966,357507,352803
62,2087,792634,792634,792634,574360,574360,574360,356085,356085,356085
63,2087,799102,799102,799102,582208,582208,582208,365313,365313,365313
64,2087,810345,810345,810345,595093,595093,595093,379841,379841,379841
65,2087,814930,814930,814930,601376,601376,601376,387821,387821,387821
66,2087,816222,816222,816222,604434,604434,604434,392646,392646,392646
67,2087,825279,825279,825279,615641,615641,615641,406002,406002,406002
68,2087,835559,835559,835559,628240,628240,628240,420921,420921,420921
69,2087,844895,844895,844895,640088,640088,640088,435282,435282,435282
70,2087,848792,848792,848792,646774,646774,646774,444756,444756,444756
71,2087,849930,849930,849930,650987,650987,650987,452044,452044,452044
72,2087,852173,852173,852173,656550,656550,656550,460928,460928,460928
73,2087,846961,846961,846961,654767,654767,654767,462574,462574,462574
74,2087,854078,854078,854078,665433,665433,665433,476788,476788,476788
75,2087,848059,848059,848059,663118,663118,663118,478178,478178,478178
76,2087,846716,846716,846716,665737,665737,665737,484758,484758,484758
77,2087,838127,838127,838127,661373,661373,661373,484619,484619,484619
78,2087,826713,826713,826713,654467,654467,654467,482221,482221,482221
79,2087,805814,805814,805814,638913,638913,638913,472013,472013,472013
80,2087,782922,782922,782922,623352,623352,623352,463781,463781,463781
81,2087,753377,753377,753377,602795,602795,602795,452214,452214,452214
82,2087,729415,729415,729415,587709,587709,587709,446002,446002,446002
83,2087,688318,688318,688318,555954,555954,555954,423590,423590,423590
84,2087,648951,648951,648951,526484,526484,526484,404017,404017,404017
85,2087,613415,613415,613415,501497,501497,501497,389579,389579,389579
86,2087,579946,579946,579946,478850,478850,478850,377753,377753,377753
87,2087,531683,531683,531683,441513,441513,441513,351342,351342,351342
88,2087,486936,486936,486936,407644,407644,407644,328352,328352,328352
89,2087,436529,436529,436529,367822,367822,367822,299115,299115,299115
90,2087,387383,387383,387383,329058,329058,329058,270732,270732,270732
91,2087,337490,337490,337490,288637,288637,288637,239783,239783,239783
92,2087,292272,292272,292272,252200,252200,252200,212127,212127,212127
93,2087,250603,250603,250603,218050,218050,218050,185496,185496,185496
94,2087,215255,215255,215255,189054,189054,189054,162854,162854,162854
95,2087,175020,175020,175020,154405,154405,154405,133790,133790,133790
96,2087,141742,141742,141742,125907,125907,125907,110071,110071,110071
97,2087,110269,110269,110269,98391,98391,98391,86514,86514,86514
98,2087,85650,85650,85650,77045,77045,77045,68441,68441,68441
99,2087,62843,62843,62843,56718,56718,56718,50592,50592,50592
100,2087,114167,114167,114167,104490,104490,104490,94814,94814,94814
0,2088,800094,438567,61453,566033,302938,40532,331972,167309,19610
1,2088,794316,441474,70089,563246,305582,45943,332176,169691,21796
2,2088,789653,445089,79133,561127,308655,51621,332602,172221,24109
3,2088,784850,448655,88346,558819,311660,57433,332786,174664,26520
4,2088,779870,452141,97703,556294,314574,63365,332717,177009,29026
5,2088,774854,455686,107350,553621,317469,69488,332388,179252,31626
6,2088,769619,459109,117099,550708,320250,75709,331798,181392,34318
7,2088,764238,462471,127010,547596,322949,82054,330953,183427,37099
8,2088,758776,465823,137121,544321,325592,88545,329865,185361,39970
9,2088,753425,469340,147592,540989,328271,95261,328551,187201,42928
10,2088,747971,472791,158176,537500,330873,102076,327030,188954,45976
11,2088,742189,475931,168607,533756,333281,108860,325321,190631,49114
12,2088,736199,478852,178956,529815,335540,115646,323432,192227,52337
13,2088,730162,481669,189287,525806,337729,122472,321450,193791,55656
14,2088,724200,484463,199649,521819,339908,129364,319438,195353,59079
15,2088,718421,487325,210112,517914,342122,136359,317408,196919,62606
16,2088,713176,490582,220982,514281,344539,143608,315384,198497,66236
17,2088,709253,494981,232956,511351,347558,151470,313448,200135,69986
18,2088,709554,503391,248866,510607,352630,161367,311659,201869,73868
19,2088,711684,513380,266245,510880,358555,172069,310076,203730,77893
20,2088,713346,522627,282744,511046,364186,182406,308746,205743,82068
21,2088,716179,532740,299934,511953,370341,193170,307728,207943,86405
22,2088,720687,544189,318252,513893,377282,204587,307098,210373,90921
23,2088,727470,557559,338261,517185,385309,216941,306901,213057,95623
24,2088,735821,572110,359178,521533,394089,229861,307243,216067,100544
25,2088,745446,587546,380708,526795,403479,243198,308145,219413,105688
26,2088,756237,603754,402722,532949,413445,256901,309663,223137,111079
27,2088,767797,620354,424853,539800,423800,270789,311803,227247,116725
28,2088,781107,638353,448123,547832,435050,285379,314557,231746,122635
29,2088,793795,655419,470237,555835,446014,299523,317873,236609,128808
30,2088,807396,673131,492814,564550,457474,314030,321704,241817,135247
31,2088,818747,688382,512790,572356,467854,327365,325964,247327,141939
32,2088,827643,701010,530043,579114,477057,339463,330585,253103,148882
33,2088,836627,713622,547241,586022,486336,351637,335416,259050,156033
34,2088,845476,726041,564252,592918,495575,363811,340360,265109,163369
35,2088,854058,738177,581023,599693,504700,375943,345326,271222,170863
36,2088,864399,752086,599641,607313,514711,389064,350228,277336,178489
37,2088,872851,764165,616545,613894,523758,401366,354936,283352,186186
38,2088,880036,775054,632397,619706,532136,413159,359375,289218,193921
39,2088,886384,785209,647674,624918,540034,424658,363452,294859,201640
40,2088,891653,794399,662161,629380,547313,435732,367108,300228,209304
41,2088,895591,802382,675620,632934,553824,446242,370277,305267,216863
42,2088,898400,809358,688253,635667,559654,456270,372935,309950,224289
43,2088,900175,815422,700139,637618,564839,465846,375062,314258,231552
44,2088,900908,820547,711237,638794,569372,474943,376679,318197,238647
45,2088,900447,824577,721374,639106,573160,483457,377764,321744,245541
46,2088,898924,827625,730643,638639,576273,491442,378353,324921,252242
47,2088,896257,829592,738910,637361,578666,498826,378465,327740,258742
48,2088,892676,830674,746337,635435,580472,505712,378194,330271,265086
49,2088,888193,830865,752886,632880,581698,512080,377565,332532,271276
50,2088,882920,830251,758608,629782,582411,517974,376643,334570,277341
51,2088,876985,828935,763574,626241,582689,523447,375498,336444,283321
52,2088,870434,826943,767784,622305,582567,528514,374177,338191,289243
53,2088,863482,824473,771413,618108,582165,533276,372732,339857,295139
54,2088,856170,821552,774462,613695,581521,537756,371219,341489,301050
55,2088,848653,818323,777066,609150,580709,542023,369646,343095,306980
56,2088,840991,814837,779262,604531,579783,546119,368071,344729,312978
57,2088,833148,811057,781007,599824,578727,550028,366500,346395,319048
58,2088,825402,807255,782571,595201,577709,553913,365002,348162,325257
59,2088,817759,803443,783969,590658,576729,557782,363559,350015,331594
60,2088,810402,799807,785396,586301,575896,561744,362200,351986,338091
61,2088,803294,796319,786833,582107,575195,565793,360922,354071,344754
62,2088,796340,792893,788206,578030,574583,569896,359720,356273,351585
63,2088,791914,791914,791914,573323,573323,573323,354732,354732,354732
64,2088,797943,797943,797943,580867,580867,580867,363792,363792,363792
65,2088,808963,808963,808963,593529,593529,593529,378096,378096,378096
66,2088,813278,813278,813278,599565,599565,599565,385853,385853,385853
67,2088,813812,813812,813812,602132,602132,602132,390451,390451,390451
68,2088,822294,822294,822294,612901,612901,612901,403508,403508,403508
69,2088,831971,831971,831971,625029,625029,625029,418087,418087,418087
70,2088,840526,840526,840526,636291,636291,636291,432056,432056,432056
71,2088,843742,843742,843742,642427,642427,642427,441111,441111,441111
72,2088,844019,844019,844019,645984,645984,645984,447948,447948,447948
73,2088,845343,845343,845343,650813,650813,650813,456283,456283,456283
74,2088,839252,839252,839252,648318,648318,648318,457384,457384,457384
75,2088,845228,845228,845228,658018,658018,658018,470809,470809,470809
76,2088,837965,837965,837965,654722,654722,654722,471479,471479,471479
77,2088,835227,835227,835227,656186,656186,656186,477145,477145,477145
78,2088,825392,825392,825392,650716,650716,650716,476039,476039,476039
79,2088,812011,812011,812011,642272,642272,642272,472533,472533,472533
80,2088,788995,788995,788995,625093,625093,625093,461192,461192,461192
81,2088,762254,762254,762254,606896,606896,606896,451538,451538,451538
82,2088,730468,730468,730468,584466,584466,584466,438463,438463,438463
83,2088,703876,703876,703876,567131,567131,567131,430386,430386,430386
84,2088,660616,660616,660616,533579,533579,533579,406542,406542,406542
85,2088,618943,618943,618943,502140,502140,502140,385336,385336,385336
86,2088,580792,580792,580792,474826,474826,474826,368860,368860,368860
87,2088,544272,544272,544272,449394,449394,449394,354516,354516,354516
88,2088,493828,493828,493828,410078,410078,410078,326327,326327,326327
89,2088,446967,446967,446967,374183,374183,374183,301399,301399,301399
90,2088,395363,395363,395363,333136,333136,333136,270908,270908,270908
91,2088,345844,345844,345844,293773,293773,293773,241701,241701,241701
92,2088,296700,296700,296700,253751,253751,253751,210802,210802,210802
93,2088,252551,252551,252551,217924,217924,217924,183298,183298,183298
94,2088,212462,212462,212462,184863,184863,184863,157264,157264,157264
95,2088,178802,178802,178802,157039,157039,157039,135275,135275,135275
96,2088,142197,142197,142197,125448,125448,125448,108699,108699,108699
97,2088,112664,112664,112664,100077,100077,100077,87490,87490,87490
98,2088,85897,85897,85897,76645,76645,76645,67392,67392,67392
99,2088,65244,65244,65244,58689,58689,58689,52134,52134,52134
100,2088,115060,115060,115060,104716,104716,104716,94372,94372,94372
0,2089,807933,438328,56251,569496,301464,36871,331059,164602,17492
1,2089,802377,441388,64835,566927,304224,42208,331478,167060,19580
2,2089,797977,445174,73829,565058,307423,47812,332140,169673,21794
3,2089,793463,448927,83000,563019,310567,53554,332575,172207,24107
4,2089,788784,452610,92323,560776,313632,59421,332766,174653,26518
5,2089,784078,456365,101944,558390,316682,65485,332701,177000,29024
6,2089,779152,459998,111678,555762,319621,71651,332374,179244,31625
7,2089,774070,463573,121578,552927,322479,77947,331784,181384,34317
8,2089,768891,467136,131689,549916,325278,84393,330940,183419,37098
9,2089,763798,470856,142167,546826,328105,91067,329852,185353,39968
10,2089,758571,474498,152762,543555,330846,97845,328538,187193,42927
11,2089,752982,477814,163211,539999,333380,104593,327017,188946,45974
12,2089,747133,480886,173576,536221,335754,111344,325307,190623,49111
13,2089,741140,483805,183924,532278,338012,118129,323416,192218,52335
14,2089,735137,486658,194292,528284,340218,124973,321432,193780,55653
15,2089,729280,489559,204765,524348,342449,131920,319416,195340,59075
16,2089,723905,492829,215640,520643,344866,139120,317381,196902,62600
17,2089,719745,497175,227603,517548,347825,146916,315350,198475,66229
18,2089,719723,505479,243487,516565,352794,156732,313407,200109,69977
19,2089,721442,515309,260822,516527,358574,167340,311613,201839,73857
20,2089,722628,524357,277263,516326,364027,177572,310025,203697,77880
21,2089,724903,534218,294377,516797,369963,188216,308691,205707,82054
22,2089,728762,545356,312593,518216,376630,199492,307671,207905,86389
23,2089,734842,558377,332484,520941,384356,211693,307040,210333,90903
24,2089,742376,572499,353244,524608,392758,224424,306841,213015,95604
25,2089,751173,587495,374607,529177,401759,237566,307181,216023,100523
26,2089,761089,603222,396428,534584,411295,251047,308080,219367,105666
27,2089,771794,619344,418357,540694,421216,264706,309596,223088,111054
28,2089,784285,636874,441417,548009,432035,279058,311733,227196,116699
29,2089,796239,653518,463331,555362,442605,292969,314486,231693,122607
30,2089,809195,670851,485714,563497,453702,307246,317798,236553,128778
31,2089,820021,685790,505518,570822,463774,320365,321624,241757,135213
32,2089,828489,698158,522611,577184,472710,332257,325879,247263,141902
33,2089,837219,710621,539700,583857,481827,344271,330494,253034,148841
34,2089,845941,722971,556639,590631,490973,356314,335319,258975,155988
35,2089,854510,735113,573373,597383,500070,368346,340255,265028,163319
36,2089,864942,749099,591996,605078,510117,381402,345213,271134,170808
37,2089,873644,761370,608978,611875,519305,393702,350106,277240,178427
38,2089,881168,772522,624958,617985,527884,405537,354803,283245,186117
39,2089,887972,783033,640434,623600,536066,417137,359228,289099,193842
40,2089,893783,792653,655179,628537,543691,428366,363291,294729,201551
41,2089,898351,801144,668970,632641,550613,439086,366930,300083,209202
42,2089,901843,808683,681989,635962,556894,449369,370081,305105,216748
43,2089,904340,815350,694315,638529,562561,459237,372719,309771,224159
44,2089,905789,821089,705880,640306,567573,468643,374823,314058,231405
45,2089,906085,825780,716547,641249,571876,477513,376414,317973,238479
46,2089,905285,829474,726351,641380,575484,485851,377474,321496,245352
47,2089,903315,832077,735176,640675,578362,493602,378035,324648,252029
48,2089,900326,833722,743123,639221,580581,500814,378116,327438,258504
49,2089,896383,834443,750190,637098,582190,507505,377812,329939,264819
50,2089,891553,834287,756394,634352,583227,513685,377150,332167,270978
51,2089,885945,833340,761783,631067,583753,519394,376188,334166,277006
52,2089,879627,831641,766366,627314,583820,524656,375001,335999,282946
53,2089,872800,829373,770300,623216,583536,529561,373633,337700,288822
54,2089,865500,826553,773578,618818,582933,534122,372136,339313,294667
55,2089,857920,823363,776356,614242,582124,538437,370563,340886,300518
56,2089,850076,819804,778628,609501,581116,542505,368927,342428,306383
57,2089,841988,815891,780392,604635,579941,546349,367282,343990,312307
58,2089,833874,811835,781856,599757,578709,550078,365640,345582,318300
59,2089,825827,807728,783107,594943,577495,553761,364059,347263,324416
60,2089,818001,803726,784307,590265,576375,557482,362530,349025,330656
61,2089,810390,799828,785461,585731,575359,561250,361073,350890,337039
62,2089,802905,795954,786500,581292,574404,565034,359681,352854,343568
63,2089,795617,792184,787514,576987,573554,568884,358358,354924,350254
64,2089,790797,790797,790797,572028,572028,572028,353260,353260,353260
65,2089,796631,796631,796631,579378,579378,579378,362126,362126,362126
66,2089,807355,807355,807355,591770,591770,591770,376184,376184,376184
67,2089,810901,810901,810901,597303,597303,597303,383704,383704,383704
68,2089,810916,810916,810916,599489,599489,599489,388062,388062,388062
69,2089,818816,818816,818816,609809,609809,609809,400801,400801,400801
70,2089,827721,827721,827721,621361,621361,621361,415001,415001,415001
71,2089,835570,835570,835570,632049,632049,632049,428529,428529,428529
72,2089,837916,837916,837916,637523,637523,637523,437130,437130,437130
73,2089,837304,837304,837304,640377,640377,640377,443451,443451,443451
74,2089,837688,837688,837688,644436,644436,644436,451183,451183,451183
75,2089,830628,830628,830628,641149,641149,641149,451670,451670,451670
76,2089,835220,835220,835220,649729,649729,649729,464238,464238,464238
77,2089,826664,826664,826664,645383,645383,645383,464103,464103,464103
78,2089,822600,822600,822600,645665,645665,645665,468730,468730,468730
79,2089,810779,810779,810779,638646,638646,638646,466512,466512,466512
80,2089,795122,795122,795122,628432,628432,628432,461742,461742,461742
81,2089,768247,768247,768247,608656,608656,608656,449064,449064,449064
82,2089,739166,739166,739166,588513,588513,588513,437861,437861,437861
83,2089,704991,704991,704991,564081,564081,564081,423170,423170,423170
84,2089,675657,675657,675657,544394,544394,544394,413132,413132,413132
85,2089,630186,630186,630186,509001,509001,509001,387816,387816,387816
86,2089,586151,586151,586151,475535,475535,475535,364920,364920,364920
87,2089,545198,545198,545198,445726,445726,445726,346254,346254,346254
88,2089,505661,505661,505661,417514,417514,417514,329366,329366,329366
89,2089,453436,453436,453436,376536,376536,376536,299636,299636,299636
90,2089,404962,404962,404962,339018,339018,339018,273074,273074,273074
91,2089,353110,353110,353110,297533,297533,297533,241956,241956,241956
92,2089,304181,304181,304181,258382,258382,258382,212584,212584,212584
93,2089,256505,256505,256505,219375,219375,219375,182244,182244,182244
94,2089,214232,214232,214232,184859,184859,184859,155486,155486,155486
95,2089,176591,176591,176591,153651,153651,153651,130712,130712,130712
96,2089,145369,145369,145369,127675,127675,127675,109981,109981,109981
97,2089,113110,113110,113110,99787,99787,99787,86464,86464,86464
98,2089,87835,87835,87835,78022,78022,78022,68209,68209,68209
99,2089,65491,65491,65491,58437,58437,58437,51382,51382,51382
100,2089,117422,117422,117422,106355,106355,106355,95287,95287,95287
0,2090,815579,437958,51114,572770,299897,33296,329960,161836,15477
1,2090,810206,441150,59641,570386,302753,38553,330567,164357,17466
2,2090,806038,445088,68576,568740,306065,44078,331442,167041,19578
3,2090,801787,449012,77698,566950,309335,49745,332113,169659,21792
4,2090,797397,452882,86977,564976,312539,55542,332555,172197,24105
5,2090,792992,456834,96564,562871,315739,61541,332750,174645,26517
6,2090,788375,460677,106272,560531,318834,67648,332686,176992,29023
7,2090,783603,464463,116157,557981,321850,73890,332360,179237,31624
8,2090,778723,468238,126258,555246,324808,80286,331770,181377,34315
9,2090,773913,472169,136735,552420,327791,86916,330926,183412,37096
10,2090,768943,476013,147338,549392,330680,93652,329839,185346,39967
11,2090,763583,479520,157798,546054,333354,100362,328525,187186,42925
12,2090,757926,482769,168180,542464,335854,107076,327002,188938,45972
13,2090,752074,485839,178544,538683,338227,113827,325292,190614,49109
14,2090,746114,488794,188929,534756,340501,120630,323398,192207,52332
15,2090,740216,491754,199409,530813,342760,127529,321410,193766,55649
16,2090,734764,495064,210293,527076,345193,134682,319389,195323,59070
17,2090,730473,499422,222263,523910,348152,142428,317346,196880,62593
18,2090,730213,507672,238136,522762,353061,152178,315309,198449,66220
19,2090,731609,517397,255445,522485,358738,162705,313361,200079,69966
20,2090,732385,526286,271841,521973,364046,172843,311561,201805,73845
21,2090,734184,535947,288898,522077,369804,183382,309970,203660,77866
22,2090,737485,546835,307038,523060,376252,194538,308635,205669,82039
23,2090,742916,559544,326826,525264,383704,206600,307613,207865,86373
24,2090,749748,573318,347469,528364,391805,219177,306980,210292,90885
25,2090,757727,587885,368674,532252,400429,232129,306778,212972,95585
26,2090,766815,603172,390328,536966,409575,245416,307116,215978,100502
27,2090,776646,618813,412064,542329,419066,258853,308013,219319,105643
28,2090,788281,635865,434922,548904,429452,272976,309527,223039,111030
29,2090,799417,652040,456626,555540,439592,286650,311663,227145,116672
30,2090,811639,668951,478809,563025,450295,300694,314411,231638,122578
31,2090,821821,683511,498420,569770,460003,313583,317719,236495,128746
32,2090,829763,695567,515341,575652,468631,325259,321541,241695,135178
33,2090,838065,707770,532270,581928,477482,337067,325791,247196,141864
34,2090,846534,719972,549101,588467,486467,348950,330399,252961,148798
35,2090,854976,732044,565763,595097,495470,360852,335217,258896,155941
36,2090,865395,746036,584349,602770,505488,373808,340145,264942,163266
37,2090,874189,758385,601337,609642,514713,386043,345094,271040,170748
38,2090,881961,769730,617395,615969,523433,397877,349976,277136,178360
39,2090,889105,780504,632999,621881,531817,409520,354658,283130,186041
40,2090,895372,790479,647943,627221,539726,420849,359070,288972,193756
41,2090,900482,799400,661993,631799,546993,431724,363116,294586,201454
42,2090,904603,807448,675343,635670,553686,442218,366737,299925,209092
43,2090,907784,814677,688056,638826,559803,452340,369868,304930,216623
44,2090,909953,821020,700061,641218,565298,462039,372483,309575,224018
45,2090,910964,826324,711195,642762,570080,471219,374561,313838,231242
46,2090,910922,830679,721529,643523,574204,479913,376125,317730,238296
47,2090,909674,833926,730889,643416,577576,488018,377157,321226,245146
48,2090,907381,836207,739395,642534,580279,495597,377688,324350,251798
49,2090,904028,837491,746983,640882,582301,502614,377736,327109,258244
50,2090,899736,837865,753704,638568,583721,509117,377399,329578,264529
51,2090,894571,837375,759575,635634,584571,515113,376696,331767,270652
52,2090,888580,836044,764581,632136,584884,520611,375692,333725,276641
53,2090,881984,834067,768888,628221,584790,525712,374458,335512,282536
54,2090,874808,831450,772471,623923,584306,530416,373037,337161,288361
55,2090,867239,828361,775478,619360,583538,534813,371481,338716,294148
56,2090,859330,824840,777925,614588,582533,538930,369845,340225,299935
57,2090,851061,820854,779765,609600,581275,542747,368139,341697,305728
58,2090,842701,816664,781248,604562,579925,546412,366423,343186,311577
59,2090,834286,812303,782401,599492,578498,549941,364699,344692,317480
60,2090,826055,808007,783456,594544,577145,553478,363033,346284,323502
61,2090,817975,803743,784384,589690,575842,557008,361406,347943,329630
62,2090,809986,799461,785143,584911,574574,560514,359835,349688,335884
63,2090,802168,795244,785825,580245,573383,564049,358324,351523,342272
64,2090,794496,791076,786426,575686,572267,567616,356876,353457,348806
65,2090,789531,789531,789531,570590,570590,570590,351648,351648,351648
66,2090,795101,795101,795101,577701,577701,577701,360302,360302,360302
67,2090,805028,805028,805028,589563,589563,589563,374097,374097,374097
68,2090,808041,808041,808041,594703,594703,594703,381365,381365,381365
69,2090,807534,807534,807534,596501,596501,596501,385468,385468,385468
70,2090,814686,814686,814686,606270,606270,606270,397854,397854,397854
71,2090,822894,822894,822894,617259,617259,617259,411625,411625,411625
72,2090,829846,829846,829846,627260,627260,627260,424675,424675,424675
73,2090,831293,831293,831293,632025,632025,632025,432757,432757,432757
74,2090,829773,829773,829773,634143,634143,634143,438514,438514,438514
75,2090,829123,829123,829123,637345,637345,637345,445567,445567,445567
76,2090,820867,820867,820867,633128,633128,633128,445390,445390,445390
77,2090,824010,824010,824010,640507,640507,640507,457003,457003,457003
78,2090,814243,814243,814243,635095,635095,635095,455948,455948,455948
79,2090,808106,808106,808106,633745,633745,633745,459385,459385,459385
80,2090,793988,793988,793988,624944,624944,624944,455899,455899,455899
81,2090,774292,774292,774292,611969,611969,611969,449646,449646,449646
82,2090,745066,745066,745066,590290,590290,590290,435514,435514,435514
83,2090,713484,713484,713484,568066,568066,568066,422647,422647,422647
84,2090,676835,676835,676835,541553,541553,541553,406270,406270,406270
85,2090,644652,644652,644652,519413,519413,519413,394174,394174,394174
86,2090,596923,596923,596923,482134,482134,482134,367346,367346,367346
87,2090,550360,550360,550360,446499,446499,446499,342638,342638,342638
88,2090,506660,506660,506660,414220,414220,414220,321779,321779,321779
89,2090,464446,464446,464446,383484,383484,383484,302521,302521,302521
90,2090,410969,410969,410969,341271,341271,341271,271573,271573,271573
91,2090,361827,361827,361827,302907,302907,302907,243987,243987,243987
92,2090,310710,310710,310710,261806,261806,261806,212902,212902,212902
93,2090,263102,263102,263102,223489,223489,223489,183875,183875,183875
94,2090,217705,217705,217705,186191,186191,186191,154677,154677,154677
95,2090,178170,178170,178170,153741,153741,153741,129313,129313,129313
96,2090,143667,143667,143667,125005,125005,125005,106342,106342,106342
97,2090,115718,115718,115718,101633,101633,101633,87548,87548,87548
98,2090,88255,88255,88255,77859,77859,77859,67464,67464,67464
99,2090,67028,67028,67028,59540,59540,59540,52051,52051,52051
100,2090,119071,119071,119071,107193,107193,107193,95316,95316,95316
0,2091,823078,437482,46049,575894,298255,29808,328708,159029,13566
1,2091,817842,440782,54512,573657,301188,34983,329470,161595,15454
2,2091,813866,444850,63382,572198,304594,40423,330531,164339,17464
3,2091,809847,448926,72445,570631,307977,46011,331415,167028,19577
4,2091,805720,452967,81675,568907,311307,51733,332093,169649,21791
5,2091,801604,457106,91219,567071,314647,57662,332539,172189,24104
6,2091,797289,461146,100892,565013,317892,63704,332735,174637,26516
7,2091,792826,465141,110751,562750,321062,69887,332672,176985,29022
8,2091,788256,469128,120836,560300,324179,76229,332346,179230,31622
9,2091,783744,473272,131305,557750,327321,82809,331757,181370,34314
10,2091,779058,477327,141906,554986,330366,89500,330913,183405,37095
11,2091,773955,481036,152374,551891,333187,96169,329826,185339,39965
12,2091,768526,484476,162767,548519,335827,102846,328511,187178,42923
13,2091,762866,487723,173148,544927,338326,109559,326987,188929,45970
14,2091,757048,490828,183550,541161,340716,116328,325274,190603,49106
15,2091,751193,493891,194046,537284,343043,123187,323376,192194,52328
16,2091,745699,497258,204938,533541,345504,130291,321382,193750,55645
17,2091,741330,501656,216917,530342,348479,137991,319354,195302,59064
18,2091,740940,509919,232796,529123,353387,147690,317305,196855,62585
19,2091,742099,519591,250095,528681,359005,158152,315262,198420,66210
